"Row","Column","Correlation"
"n_genes_mapped","Completeness",0.910581541058333
"Total_Coding_Sequences","Genome_Size",0.985164388661704
"n_genes_called","Genome_Size",0.976512376911716
"Genome_Size","Total_Coding_Sequences",0.985164388661704
"n_genes_called","Total_Coding_Sequences",0.998719392336539
"n_genes_mapped","Total_Coding_Sequences",0.940780041346025
"Genome_Size","n_genes_called",0.976512376911716
"Total_Coding_Sequences","n_genes_called",0.998719392336539
"n_genes_mapped","n_genes_called",0.95617983979476
"Completeness","n_genes_mapped",0.910581541058333
"Total_Coding_Sequences","n_genes_mapped",0.940780041346025
"n_genes_called","n_genes_mapped",0.95617983979476
"reference_representation_score","genes_retained_index",0.975836409462359
"n_effective_surplus_clades","contamination_portion",0.995290090862833
"contamination_portion","n_effective_surplus_clades",0.995290090862833
"reference_representation_score","mean_hit_identity",0.936229388874673
"genes_retained_index","reference_representation_score",0.975836409462359
"mean_hit_identity","reference_representation_score",0.936229388874673
"X5S","X16S",0.901379032537674
"X23S","X16S",0.988918970946736
"X16S","X5S",0.901379032537674
"X16S","X23S",0.988918970946736
