"Row","Column","Correlation"
"tRNA","Completeness",0.921270160386563
"Genome_Size","Contamination",0.94918596208436
"Total_Coding_Sequences","Contamination",0.949113070023017
"n_genes_called","Contamination",0.950311912925534
"n_genes_mapped","Contamination",0.934869585136747
"n_contigs","Contamination",0.941046433277283
"X16S","Contamination",0.907796194279157
"Contamination","Genome_Size",0.94918596208436
"Total_Coding_Sequences","Genome_Size",0.999279532002398
"n_genes_called","Genome_Size",0.999254851674819
"n_genes_mapped","Genome_Size",0.989820189573026
"n_contigs","Genome_Size",0.997311920278509
"X16S","Genome_Size",0.953397849694858
"Contamination","Total_Coding_Sequences",0.949113070023017
"Genome_Size","Total_Coding_Sequences",0.999279532002398
"n_genes_called","Total_Coding_Sequences",0.999966599020541
"n_genes_mapped","Total_Coding_Sequences",0.987726788632722
"n_contigs","Total_Coding_Sequences",0.998296961782458
"X16S","Total_Coding_Sequences",0.951309913686488
"Contamination","n_genes_called",0.950311912925534
"Genome_Size","n_genes_called",0.999254851674819
"Total_Coding_Sequences","n_genes_called",0.999966599020541
"n_genes_mapped","n_genes_called",0.98719196863983
"n_contigs","n_genes_called",0.998187776267747
"X16S","n_genes_called",0.951600844618077
"Contamination","n_genes_mapped",0.934869585136747
"Genome_Size","n_genes_mapped",0.989820189573026
"Total_Coding_Sequences","n_genes_mapped",0.987726788632722
"n_genes_called","n_genes_mapped",0.98719196863983
"n_contigs","n_genes_mapped",0.987432022938436
"X16S","n_genes_mapped",0.973623583671275
"Contamination","n_contigs",0.941046433277283
"Genome_Size","n_contigs",0.997311920278509
"Total_Coding_Sequences","n_contigs",0.998296961782458
"n_genes_called","n_contigs",0.998187776267747
"n_genes_mapped","n_contigs",0.987432022938436
"X16S","n_contigs",0.951861793665624
"n_effective_surplus_clades","contamination_portion",0.935413178247353
"contamination_portion","n_effective_surplus_clades",0.935413178247353
"reference_representation_score","mean_hit_identity",0.934561417314995
"mean_hit_identity","reference_representation_score",0.934561417314995
"Completeness","tRNA",0.921270160386563
"Contamination","X16S",0.907796194279157
"Genome_Size","X16S",0.953397849694858
"Total_Coding_Sequences","X16S",0.951309913686488
"n_genes_called","X16S",0.951600844618077
"n_genes_mapped","X16S",0.973623583671275
"n_contigs","X16S",0.951861793665624
"X23S","X16S",0.938793596647167
"X16S","X23S",0.938793596647167
