"Row","Column","Correlation"
"Total_Coding_Sequences","Completeness",0.904150368719077
"n_genes_called","Completeness",0.904244096585232
"n_genes_mapped","Completeness",0.90329945261617
"tRNA","Completeness",0.932535109266795
"Total_Coding_Sequences","Genome_Size",0.992578458349867
"n_genes_called","Genome_Size",0.991246184793545
"n_genes_mapped","Genome_Size",0.9918564655651
"Completeness","Total_Coding_Sequences",0.904150368719077
"Genome_Size","Total_Coding_Sequences",0.992578458349867
"n_genes_called","Total_Coding_Sequences",0.999660838795271
"n_genes_mapped","Total_Coding_Sequences",0.999214506001509
"Completeness","n_genes_called",0.904244096585232
"Genome_Size","n_genes_called",0.991246184793545
"Total_Coding_Sequences","n_genes_called",0.999660838795271
"n_genes_mapped","n_genes_called",0.999455854744797
"Completeness","n_genes_mapped",0.90329945261617
"Genome_Size","n_genes_mapped",0.9918564655651
"Total_Coding_Sequences","n_genes_mapped",0.999214506001509
"n_genes_called","n_genes_mapped",0.999455854744797
"n_effective_surplus_clades","contamination_portion",0.947490737448623
"contamination_portion","n_effective_surplus_clades",0.947490737448623
"Completeness","tRNA",0.932535109266795
"X23S","X16S",0.993445893482992
"X16S","X23S",0.993445893482992
