"Row","Column","Correlation"
"tRNA","Completeness",0.930290993286785
"Total_Coding_Sequences","Genome_Size",0.988344809417963
"n_genes_called","Genome_Size",0.987606579330178
"n_genes_mapped","Genome_Size",0.988172363505036
"Genome_Size","Total_Coding_Sequences",0.988344809417963
"n_genes_called","Total_Coding_Sequences",0.999829400644124
"n_genes_mapped","Total_Coding_Sequences",0.999582275614603
"Genome_Size","n_genes_called",0.987606579330178
"Total_Coding_Sequences","n_genes_called",0.999829400644124
"n_genes_mapped","n_genes_called",0.999511721729407
"Genome_Size","n_genes_mapped",0.988172363505036
"Total_Coding_Sequences","n_genes_mapped",0.999582275614603
"n_genes_called","n_genes_mapped",0.999511721729407
"n_effective_surplus_clades","contamination_portion",0.910374794640022
"contamination_portion","n_effective_surplus_clades",0.910374794640022
"Completeness","tRNA",0.930290993286785
"X23S","X16S",0.99740014550787
"X16S","X23S",0.99740014550787
