"Row","Column","Correlation"
"Total_Coding_Sequences","Genome_Size",0.998395780538132
"n_genes_called","Genome_Size",0.998157048178669
"n_genes_mapped","Genome_Size",0.996757077336245
"Genome_Size","Total_Coding_Sequences",0.998395780538132
"n_genes_called","Total_Coding_Sequences",0.999838303793871
"n_genes_mapped","Total_Coding_Sequences",0.997663978781577
"Genome_Size","n_genes_called",0.998157048178669
"Total_Coding_Sequences","n_genes_called",0.999838303793871
"n_genes_mapped","n_genes_called",0.997819478719163
"Genome_Size","n_genes_mapped",0.996757077336245
"Total_Coding_Sequences","n_genes_mapped",0.997663978781577
"n_genes_called","n_genes_mapped",0.997819478719163
"contamination_portion","proportion_genes_retained_in_major_clades",-0.97223281224246
"n_effective_surplus_clades","proportion_genes_retained_in_major_clades",-0.962683301936705
"reference_representation_score","genes_retained_index",0.934195966946922
"proportion_genes_retained_in_major_clades","contamination_portion",-0.97223281224246
"n_effective_surplus_clades","contamination_portion",0.998172144441169
"proportion_genes_retained_in_major_clades","n_effective_surplus_clades",-0.962683301936705
"contamination_portion","n_effective_surplus_clades",0.998172144441169
"reference_representation_score","mean_hit_identity",0.97753919306229
"genes_retained_index","reference_representation_score",0.934195966946922
"mean_hit_identity","reference_representation_score",0.97753919306229
"X5S","X16S",0.986079496755523
"X23S","X16S",0.994604043167655
"X16S","X5S",0.986079496755523
"X23S","X5S",0.989828010048198
"X16S","X23S",0.994604043167655
"X5S","X23S",0.989828010048198
