"Row","Column","Correlation"
"tRNA","Completeness",0.905466047475197
"Total_Coding_Sequences","Genome_Size",0.994247561788915
"n_genes_called","Genome_Size",0.993941698073321
"n_genes_mapped","Genome_Size",0.990655329820352
"Genome_Size","Total_Coding_Sequences",0.994247561788915
"n_genes_called","Total_Coding_Sequences",0.999772674205198
"n_genes_mapped","Total_Coding_Sequences",0.996688466307246
"Genome_Size","n_genes_called",0.993941698073321
"Total_Coding_Sequences","n_genes_called",0.999772674205198
"n_genes_mapped","n_genes_called",0.996925960350041
"Genome_Size","n_genes_mapped",0.990655329820352
"Total_Coding_Sequences","n_genes_mapped",0.996688466307246
"n_genes_called","n_genes_mapped",0.996925960350041
"genes_retained_index","proportion_genes_retained_in_major_clades",0.902976247884682
"proportion_genes_retained_in_major_clades","genes_retained_index",0.902976247884682
"n_effective_surplus_clades","contamination_portion",0.931176129574822
"contamination_portion","n_effective_surplus_clades",0.931176129574822
"Completeness","tRNA",0.905466047475197
"X23S","X16S",0.955742958334203
"X23S","X5S",0.930612654872105
"X16S","X23S",0.955742958334203
"X5S","X23S",0.930612654872105
