"Row","Column","Correlation"
"Genome_Size","Completeness",0.915528588946599
"Total_Coding_Sequences","Completeness",0.921065884267024
"n_genes_called","Completeness",0.921432472666869
"n_genes_mapped","Completeness",0.921516883462289
"tRNA","Completeness",0.920385524603945
"Completeness","Genome_Size",0.915528588946599
"Total_Coding_Sequences","Genome_Size",0.993487121242832
"n_genes_called","Genome_Size",0.99290677317904
"n_genes_mapped","Genome_Size",0.993600792201554
"Completeness","Total_Coding_Sequences",0.921065884267024
"Genome_Size","Total_Coding_Sequences",0.993487121242832
"n_genes_called","Total_Coding_Sequences",0.999857164745343
"n_genes_mapped","Total_Coding_Sequences",0.999299702179122
"Completeness","n_genes_called",0.921432472666869
"Genome_Size","n_genes_called",0.99290677317904
"Total_Coding_Sequences","n_genes_called",0.999857164745343
"n_genes_mapped","n_genes_called",0.99931706391841
"Completeness","n_genes_mapped",0.921516883462289
"Genome_Size","n_genes_mapped",0.993600792201554
"Total_Coding_Sequences","n_genes_mapped",0.999299702179122
"n_genes_called","n_genes_mapped",0.99931706391841
"n_effective_surplus_clades","contamination_portion",0.911368312515242
"contamination_portion","n_effective_surplus_clades",0.911368312515242
"reference_representation_score","mean_hit_identity",0.917354259565837
"mean_hit_identity","reference_representation_score",0.917354259565837
"Completeness","tRNA",0.920385524603945
"X23S","X16S",0.986201145466206
"X16S","X23S",0.986201145466206
