"Row","Column","Correlation"
"Genome_Size","Completeness",0.936395962437864
"Total_Coding_Sequences","Completeness",0.944152832962931
"n_genes_called","Completeness",0.945360427302313
"n_genes_mapped","Completeness",0.945192050559604
"tRNA","Completeness",0.937100344277615
"Completeness","Genome_Size",0.936395962437864
"Total_Coding_Sequences","Genome_Size",0.996147501214638
"n_genes_called","Genome_Size",0.995103448462898
"n_genes_mapped","Genome_Size",0.996195900218107
"Completeness","Total_Coding_Sequences",0.944152832962931
"Genome_Size","Total_Coding_Sequences",0.996147501214638
"n_genes_called","Total_Coding_Sequences",0.999855855587695
"n_genes_mapped","Total_Coding_Sequences",0.99967886716452
"Completeness","n_genes_called",0.945360427302313
"Genome_Size","n_genes_called",0.995103448462898
"Total_Coding_Sequences","n_genes_called",0.999855855587695
"n_genes_mapped","n_genes_called",0.999653260341205
"Completeness","n_genes_mapped",0.945192050559604
"Genome_Size","n_genes_mapped",0.996195900218107
"Total_Coding_Sequences","n_genes_mapped",0.99967886716452
"n_genes_called","n_genes_mapped",0.999653260341205
"reference_representation_score","genes_retained_index",0.93058506723125
"n_effective_surplus_clades","contamination_portion",0.975418378561811
"contamination_portion","n_effective_surplus_clades",0.975418378561811
"reference_representation_score","mean_hit_identity",0.931479373480525
"genes_retained_index","reference_representation_score",0.93058506723125
"mean_hit_identity","reference_representation_score",0.931479373480525
"Completeness","tRNA",0.937100344277615
"X5S","X16S",0.930669848698395
"X23S","X16S",0.99462680752681
"X16S","X5S",0.930669848698395
"X23S","X5S",0.934386827782104
"X16S","X23S",0.99462680752681
"X5S","X23S",0.934386827782104
