"Row","Column","Correlation"
"tRNA","Completeness",0.914876340382489
"genes_retained_index","Coding_Density",0.916048116076066
"mean_hit_identity","Coding_Density",0.907771597336015
"reference_representation_score","Coding_Density",0.915731171395765
"Total_Coding_Sequences","Genome_Size",0.985031173601111
"n_genes_called","Genome_Size",0.964153279145452
"Genome_Size","Total_Coding_Sequences",0.985031173601111
"n_genes_called","Total_Coding_Sequences",0.994318186854599
"Genome_Size","n_genes_called",0.964153279145452
"Total_Coding_Sequences","n_genes_called",0.994318186854599
"n_genes_mapped","n_genes_called",0.904450745656531
"n_genes_called","n_genes_mapped",0.904450745656531
"Coding_Density","genes_retained_index",0.916048116076066
"mean_hit_identity","genes_retained_index",0.973067475432904
"reference_representation_score","genes_retained_index",0.994665871560503
"n_effective_surplus_clades","contamination_portion",0.989574817683863
"contamination_portion","n_effective_surplus_clades",0.989574817683863
"Coding_Density","mean_hit_identity",0.907771597336015
"genes_retained_index","mean_hit_identity",0.973067475432904
"reference_representation_score","mean_hit_identity",0.988936183910746
"Coding_Density","reference_representation_score",0.915731171395765
"genes_retained_index","reference_representation_score",0.994665871560503
"mean_hit_identity","reference_representation_score",0.988936183910746
"Completeness","tRNA",0.914876340382489
"X5S","X16S",0.908898262156433
"X23S","X16S",1
"X16S","X5S",0.908898262156433
"X23S","X5S",0.908898262156433
"X16S","X23S",1
"X5S","X23S",0.908898262156433
