"Row","Column","Correlation"
"Total_Coding_Sequences","Completeness",0.907240460173701
"n_genes_called","Completeness",0.909365539189322
"n_genes_mapped","Completeness",0.909389014585503
"tRNA","Completeness",0.911036840081198
"Total_Coding_Sequences","Genome_Size",0.994977431990975
"n_genes_called","Genome_Size",0.994570605290524
"n_genes_mapped","Genome_Size",0.994581978454311
"Completeness","Total_Coding_Sequences",0.907240460173701
"Genome_Size","Total_Coding_Sequences",0.994977431990975
"n_genes_called","Total_Coding_Sequences",0.999878627909312
"n_genes_mapped","Total_Coding_Sequences",0.999513644344245
"Completeness","n_genes_called",0.909365539189322
"Genome_Size","n_genes_called",0.994570605290524
"Total_Coding_Sequences","n_genes_called",0.999878627909312
"n_genes_mapped","n_genes_called",0.99967437780106
"Completeness","n_genes_mapped",0.909389014585503
"Genome_Size","n_genes_mapped",0.994581978454311
"Total_Coding_Sequences","n_genes_mapped",0.999513644344245
"n_genes_called","n_genes_mapped",0.99967437780106
"genes_retained_index","proportion_genes_retained_in_major_clades",0.97200611272616
"proportion_genes_retained_in_major_clades","genes_retained_index",0.97200611272616
"n_effective_surplus_clades","contamination_portion",0.927207346752114
"contamination_portion","n_effective_surplus_clades",0.927207346752114
"Completeness","tRNA",0.911036840081198
"X23S","X16S",0.98255868469385
"X16S","X23S",0.98255868469385
