"Row","Column","Correlation"
"n_genes_mapped","Completeness",0.944266994481111
"Total_Coding_Sequences","Genome_Size",0.995942741620422
"n_genes_called","Genome_Size",0.984030929532548
"Genome_Size","Total_Coding_Sequences",0.995942741620422
"n_genes_called","Total_Coding_Sequences",0.994554976324748
"n_genes_mapped","Total_Coding_Sequences",0.913606738059836
"Genome_Size","n_genes_called",0.984030929532548
"Total_Coding_Sequences","n_genes_called",0.994554976324748
"n_genes_mapped","n_genes_called",0.950330402726762
"Completeness","n_genes_mapped",0.944266994481111
"Total_Coding_Sequences","n_genes_mapped",0.913606738059836
"n_genes_called","n_genes_mapped",0.950330402726762
"X16S","n_genes_mapped",0.90973634073429
"X23S","n_genes_mapped",0.908236398552915
"mean_hit_identity","genes_retained_index",0.976433099332864
"reference_representation_score","genes_retained_index",0.992861403554994
"n_effective_surplus_clades","contamination_portion",0.997460440127981
"contamination_portion","n_effective_surplus_clades",0.997460440127981
"genes_retained_index","mean_hit_identity",0.976433099332864
"reference_representation_score","mean_hit_identity",0.993471138477525
"genes_retained_index","reference_representation_score",0.992861403554994
"mean_hit_identity","reference_representation_score",0.993471138477525
"n_genes_mapped","X16S",0.90973634073429
"X5S","X16S",0.946787137230164
"X23S","X16S",0.997428684610345
"X16S","X5S",0.946787137230164
"X23S","X5S",0.948408206063176
"n_genes_mapped","X23S",0.908236398552915
"X16S","X23S",0.997428684610345
"X5S","X23S",0.948408206063176
