"Row","Column","Correlation"
"Genome_Size","Completeness",0.967978371454542
"Total_Coding_Sequences","Completeness",0.959670129327586
"n_genes_called","Completeness",0.959800350219865
"n_genes_mapped","Completeness",0.964050656170878
"tRNA","Completeness",0.935881087511079
"Completeness","Genome_Size",0.967978371454542
"Total_Coding_Sequences","Genome_Size",0.997289514012694
"n_genes_called","Genome_Size",0.997258380574868
"n_genes_mapped","Genome_Size",0.997556249659859
"tRNA","Genome_Size",0.908066445261927
"Completeness","Total_Coding_Sequences",0.959670129327586
"Genome_Size","Total_Coding_Sequences",0.997289514012694
"n_genes_called","Total_Coding_Sequences",0.999885106255127
"n_genes_mapped","Total_Coding_Sequences",0.999075268916227
"tRNA","Total_Coding_Sequences",0.90275113238918
"Completeness","n_genes_called",0.959800350219865
"Genome_Size","n_genes_called",0.997258380574868
"Total_Coding_Sequences","n_genes_called",0.999885106255127
"n_genes_mapped","n_genes_called",0.999250458696016
"tRNA","n_genes_called",0.903270936785014
"Completeness","n_genes_mapped",0.964050656170878
"Genome_Size","n_genes_mapped",0.997556249659859
"Total_Coding_Sequences","n_genes_mapped",0.999075268916227
"n_genes_called","n_genes_mapped",0.999250458696016
"tRNA","n_genes_mapped",0.908674787852943
"genes_retained_index","proportion_genes_retained_in_major_clades",0.907302132544757
"proportion_genes_retained_in_major_clades","genes_retained_index",0.907302132544757
"n_effective_surplus_clades","contamination_portion",0.963448944819036
"contamination_portion","n_effective_surplus_clades",0.963448944819036
"Completeness","tRNA",0.935881087511079
"Genome_Size","tRNA",0.908066445261927
"Total_Coding_Sequences","tRNA",0.90275113238918
"n_genes_called","tRNA",0.903270936785014
"n_genes_mapped","tRNA",0.908674787852943
"X23S","X16S",0.99821566641008
"X16S","X23S",0.99821566641008
