"Row","Column","Correlation"
"Genome_Size","Completeness",0.93824150890118
"Total_Coding_Sequences","Completeness",0.941037294167192
"n_genes_called","Completeness",0.943362245443996
"n_genes_mapped","Completeness",0.915298914803949
"tRNA","Completeness",0.903446955980373
"Completeness","Genome_Size",0.93824150890118
"Total_Coding_Sequences","Genome_Size",0.995270000272174
"n_genes_called","Genome_Size",0.990684547954953
"n_genes_mapped","Genome_Size",0.906994144344674
"Completeness","Total_Coding_Sequences",0.941037294167192
"Genome_Size","Total_Coding_Sequences",0.995270000272174
"n_genes_called","Total_Coding_Sequences",0.998960263384219
"n_genes_mapped","Total_Coding_Sequences",0.939734840602846
"Completeness","n_genes_called",0.943362245443996
"Genome_Size","n_genes_called",0.990684547954953
"Total_Coding_Sequences","n_genes_called",0.998960263384219
"n_genes_mapped","n_genes_called",0.954029535332479
"Completeness","n_genes_mapped",0.915298914803949
"Genome_Size","n_genes_mapped",0.906994144344674
"Total_Coding_Sequences","n_genes_mapped",0.939734840602846
"n_genes_called","n_genes_mapped",0.954029535332479
"mean_hit_identity","genes_retained_index",0.952298402857385
"reference_representation_score","genes_retained_index",0.979543289739819
"n_effective_surplus_clades","contamination_portion",0.996980676340087
"contamination_portion","n_effective_surplus_clades",0.996980676340087
"genes_retained_index","mean_hit_identity",0.952298402857385
"reference_representation_score","mean_hit_identity",0.987752247797821
"genes_retained_index","reference_representation_score",0.979543289739819
"mean_hit_identity","reference_representation_score",0.987752247797821
"Completeness","tRNA",0.903446955980373
"X23S","X16S",0.978879846902627
"X16S","X23S",0.978879846902627
