"Row","Column","Correlation"
"Total_Coding_Sequences","Genome_Size",0.993148523148878
"n_genes_called","Genome_Size",0.993228892650558
"n_genes_mapped","Genome_Size",0.993970801366604
"Genome_Size","Total_Coding_Sequences",0.993148523148878
"n_genes_called","Total_Coding_Sequences",0.999681516525329
"n_genes_mapped","Total_Coding_Sequences",0.998646350990613
"Genome_Size","n_genes_called",0.993228892650558
"Total_Coding_Sequences","n_genes_called",0.999681516525329
"n_genes_mapped","n_genes_called",0.998913746710897
"Genome_Size","n_genes_mapped",0.993970801366604
"Total_Coding_Sequences","n_genes_mapped",0.998646350990613
"n_genes_called","n_genes_mapped",0.998913746710897
"reference_representation_score","mean_hit_identity",0.923395803588712
"mean_hit_identity","reference_representation_score",0.923395803588712
"X5S","X16S",0.945410587168157
"X23S","X16S",0.990917424418423
"X16S","X5S",0.945410587168157
"X23S","X5S",0.949144200818077
"X16S","X23S",0.990917424418423
"X5S","X23S",0.949144200818077
