"Row","Column","Correlation"
"Genome_Size","Completeness",0.910631491634799
"Total_Coding_Sequences","Completeness",0.908709908388814
"n_genes_called","Completeness",0.911483444822187
"n_genes_mapped","Completeness",0.909648834120787
"tRNA","Completeness",0.914513448823032
"Completeness","Genome_Size",0.910631491634799
"Total_Coding_Sequences","Genome_Size",0.99377225291932
"n_genes_called","Genome_Size",0.993943171592208
"n_genes_mapped","Genome_Size",0.994693562941364
"Completeness","Total_Coding_Sequences",0.908709908388814
"Genome_Size","Total_Coding_Sequences",0.99377225291932
"n_genes_called","Total_Coding_Sequences",0.999750278992839
"n_genes_mapped","Total_Coding_Sequences",0.999159584151328
"Completeness","n_genes_called",0.911483444822187
"Genome_Size","n_genes_called",0.993943171592208
"Total_Coding_Sequences","n_genes_called",0.999750278992839
"n_genes_mapped","n_genes_called",0.999279990950738
"Completeness","n_genes_mapped",0.909648834120787
"Genome_Size","n_genes_mapped",0.994693562941364
"Total_Coding_Sequences","n_genes_mapped",0.999159584151328
"n_genes_called","n_genes_mapped",0.999279990950738
"genes_retained_index","proportion_genes_retained_in_major_clades",0.979604462366536
"proportion_genes_retained_in_major_clades","genes_retained_index",0.979604462366536
"n_effective_surplus_clades","contamination_portion",0.970461661785429
"contamination_portion","n_effective_surplus_clades",0.970461661785429
"Completeness","tRNA",0.914513448823032
"X23S","X16S",0.98696943554287
"X16S","X23S",0.98696943554287
