"Row","Column","Correlation"
"Genome_Size","Completeness",0.901702582805872
"n_genes_called","Completeness",0.90073667925238
"Completeness","Genome_Size",0.901702582805872
"Total_Coding_Sequences","Genome_Size",0.994807620807233
"n_genes_called","Genome_Size",0.995051569153158
"n_genes_mapped","Genome_Size",0.994924918479425
"Genome_Size","Total_Coding_Sequences",0.994807620807233
"n_genes_called","Total_Coding_Sequences",0.999860109027856
"n_genes_mapped","Total_Coding_Sequences",0.999307418871772
"Completeness","n_genes_called",0.90073667925238
"Genome_Size","n_genes_called",0.995051569153158
"Total_Coding_Sequences","n_genes_called",0.999860109027856
"n_genes_mapped","n_genes_called",0.999306534402794
"Genome_Size","n_genes_mapped",0.994924918479425
"Total_Coding_Sequences","n_genes_mapped",0.999307418871772
"n_genes_called","n_genes_mapped",0.999306534402794
"genes_retained_index","proportion_genes_retained_in_major_clades",0.977848193457309
"proportion_genes_retained_in_major_clades","genes_retained_index",0.977848193457309
"n_effective_surplus_clades","contamination_portion",0.912823690451705
"contamination_portion","n_effective_surplus_clades",0.912823690451705
"X23S","X16S",0.978760044137433
"X16S","X23S",0.978760044137433
