"Row","Column","Correlation"
"Total_Coding_Sequences","Genome_Size",0.990936035489447
"n_genes_called","Genome_Size",0.990675254677786
"n_genes_mapped","Genome_Size",0.993653767241734
"Genome_Size","Total_Coding_Sequences",0.990936035489447
"n_genes_called","Total_Coding_Sequences",0.999839612786338
"n_genes_mapped","Total_Coding_Sequences",0.998392639279409
"Genome_Size","n_genes_called",0.990675254677786
"Total_Coding_Sequences","n_genes_called",0.999839612786338
"n_genes_mapped","n_genes_called",0.998432265561185
"Genome_Size","n_genes_mapped",0.993653767241734
"Total_Coding_Sequences","n_genes_mapped",0.998392639279409
"n_genes_called","n_genes_mapped",0.998432265561185
"X23S","X16S",0.986103834782472
"X16S","X23S",0.986103834782472
