"Row","Column","Correlation"
"Total_Coding_Sequences","Genome_Size",0.991843856294084
"n_genes_called","Genome_Size",0.991557191232967
"n_genes_mapped","Genome_Size",0.993833858387215
"Genome_Size","Total_Coding_Sequences",0.991843856294084
"n_genes_called","Total_Coding_Sequences",0.999887164870635
"n_genes_mapped","Total_Coding_Sequences",0.998675320584366
"Genome_Size","n_genes_called",0.991557191232967
"Total_Coding_Sequences","n_genes_called",0.999887164870635
"n_genes_mapped","n_genes_called",0.998586909040856
"Genome_Size","n_genes_mapped",0.993833858387215
"Total_Coding_Sequences","n_genes_mapped",0.998675320584366
"n_genes_called","n_genes_mapped",0.998586909040856
"X23S","X16S",0.987316842841959
"X16S","X23S",0.987316842841959
