"Row","Column","Correlation"
"Genome_Size","Completeness",0.946925723851254
"Total_Coding_Sequences","Completeness",0.919760992500203
"n_genes_called","Completeness",0.923889835213447
"n_genes_mapped","Completeness",0.918124982929379
"Completeness","Genome_Size",0.946925723851254
"Total_Coding_Sequences","Genome_Size",0.987502448189502
"n_genes_called","Genome_Size",0.987587785310386
"n_genes_mapped","Genome_Size",0.986162393606289
"Completeness","Total_Coding_Sequences",0.919760992500203
"Genome_Size","Total_Coding_Sequences",0.987502448189502
"n_genes_called","Total_Coding_Sequences",0.999763866079528
"n_genes_mapped","Total_Coding_Sequences",0.995058759327442
"Completeness","n_genes_called",0.923889835213447
"Genome_Size","n_genes_called",0.987587785310386
"Total_Coding_Sequences","n_genes_called",0.999763866079528
"n_genes_mapped","n_genes_called",0.994651860047235
"Completeness","n_genes_mapped",0.918124982929379
"Genome_Size","n_genes_mapped",0.986162393606289
"Total_Coding_Sequences","n_genes_mapped",0.995058759327442
"n_genes_called","n_genes_mapped",0.994651860047235
"n_effective_surplus_clades","contamination_portion",0.983633002610894
"contamination_portion","n_effective_surplus_clades",0.983633002610894
"reference_representation_score","mean_hit_identity",0.913615533324911
"mean_hit_identity","reference_representation_score",0.913615533324911
"X23S","X16S",0.992500247745558
"X16S","X23S",0.992500247745558
