"Row","Column","Correlation"
"Genome_Size","Completeness",0.952626581683947
"Total_Coding_Sequences","Completeness",0.956949471023881
"n_genes_called","Completeness",0.959503172223402
"n_genes_mapped","Completeness",0.955563845993737
"Completeness","Genome_Size",0.952626581683947
"Total_Coding_Sequences","Genome_Size",0.9953529003338
"n_genes_called","Genome_Size",0.994131758680431
"n_genes_mapped","Genome_Size",0.995566301152686
"Completeness","Total_Coding_Sequences",0.956949471023881
"Genome_Size","Total_Coding_Sequences",0.9953529003338
"n_genes_called","Total_Coding_Sequences",0.999840637745483
"n_genes_mapped","Total_Coding_Sequences",0.999564901118768
"Completeness","n_genes_called",0.959503172223402
"Genome_Size","n_genes_called",0.994131758680431
"Total_Coding_Sequences","n_genes_called",0.999840637745483
"n_genes_mapped","n_genes_called",0.99931032446892
"Completeness","n_genes_mapped",0.955563845993737
"Genome_Size","n_genes_mapped",0.995566301152686
"Total_Coding_Sequences","n_genes_mapped",0.999564901118768
"n_genes_called","n_genes_mapped",0.99931032446892
"n_effective_surplus_clades","contamination_portion",0.993156218830135
"contamination_portion","n_effective_surplus_clades",0.993156218830135
"reference_representation_score","mean_hit_identity",0.96842164470779
"mean_hit_identity","reference_representation_score",0.96842164470779
"X5S","X16S",0.973334964121269
"X23S","X16S",0.994339204454829
"X16S","X5S",0.973334964121269
"X23S","X5S",0.985421934145002
"X16S","X23S",0.994339204454829
"X5S","X23S",0.985421934145002
