"Row","Column","Correlation"
"genes_retained_index","Completeness",0.980648683795943
"mean_hit_identity","Completeness",0.956405994705447
"reference_representation_score","Completeness",0.965331670491379
"tRNA","Completeness",0.955392532633373
"Genome_Size","Contig_N50",0.953589151506289
"Total_Coding_Sequences","Contig_N50",0.953342550637905
"n_genes_called","Contig_N50",0.95631763800769
"n_genes_mapped","Contig_N50",0.955804081596629
"Contig_N50","Genome_Size",0.953589151506289
"Total_Coding_Sequences","Genome_Size",0.995662187918352
"n_genes_called","Genome_Size",0.996008998277776
"n_genes_mapped","Genome_Size",0.994969005544786
"Contig_N50","Total_Coding_Sequences",0.953342550637905
"Genome_Size","Total_Coding_Sequences",0.995662187918352
"n_genes_called","Total_Coding_Sequences",0.999682183997348
"n_genes_mapped","Total_Coding_Sequences",0.999553039402176
"Contig_N50","n_genes_called",0.95631763800769
"Genome_Size","n_genes_called",0.996008998277776
"Total_Coding_Sequences","n_genes_called",0.999682183997348
"n_genes_mapped","n_genes_called",0.999712803789219
"Contig_N50","n_genes_mapped",0.955804081596629
"Genome_Size","n_genes_mapped",0.994969005544786
"Total_Coding_Sequences","n_genes_mapped",0.999553039402176
"n_genes_called","n_genes_mapped",0.999712803789219
"clade_separation_score","proportion_genes_retained_in_major_clades",-1
"contamination_portion","proportion_genes_retained_in_major_clades",-1
"n_effective_surplus_clades","proportion_genes_retained_in_major_clades",-1
"Completeness","genes_retained_index",0.980648683795943
"mean_hit_identity","genes_retained_index",0.977606418842546
"reference_representation_score","genes_retained_index",0.990665843218616
"tRNA","genes_retained_index",0.907539799459181
"proportion_genes_retained_in_major_clades","clade_separation_score",-1
"contamination_portion","clade_separation_score",1
"n_effective_surplus_clades","clade_separation_score",1
"proportion_genes_retained_in_major_clades","contamination_portion",-1
"clade_separation_score","contamination_portion",1
"n_effective_surplus_clades","contamination_portion",1
"proportion_genes_retained_in_major_clades","n_effective_surplus_clades",-1
"clade_separation_score","n_effective_surplus_clades",1
"contamination_portion","n_effective_surplus_clades",1
"Completeness","mean_hit_identity",0.956405994705447
"genes_retained_index","mean_hit_identity",0.977606418842546
"reference_representation_score","mean_hit_identity",0.995392109792239
"Completeness","reference_representation_score",0.965331670491379
"genes_retained_index","reference_representation_score",0.990665843218616
"mean_hit_identity","reference_representation_score",0.995392109792239
"Completeness","tRNA",0.955392532633373
"genes_retained_index","tRNA",0.907539799459181
"X5S","X16S",0.986482561928913
"X23S","X16S",0.998162838025646
"X16S","X5S",0.986482561928913
"X23S","X5S",0.992239611730973
"X16S","X23S",0.998162838025646
"X5S","X23S",0.992239611730973
