"Row","Column","Correlation"
"Genome_Size","Completeness",0.912222976332077
"Total_Coding_Sequences","Completeness",0.90922126339342
"n_genes_called","Completeness",0.908526002516958
"n_genes_mapped","Completeness",0.905612508701612
"tRNA","Completeness",0.917383360360141
"Completeness","Genome_Size",0.912222976332077
"Total_Coding_Sequences","Genome_Size",0.997357106881499
"n_genes_called","Genome_Size",0.996813964457454
"n_genes_mapped","Genome_Size",0.996417378332139
"Completeness","Total_Coding_Sequences",0.90922126339342
"Genome_Size","Total_Coding_Sequences",0.997357106881499
"n_genes_called","Total_Coding_Sequences",0.999855569109174
"n_genes_mapped","Total_Coding_Sequences",0.998461659086196
"Completeness","n_genes_called",0.908526002516958
"Genome_Size","n_genes_called",0.996813964457454
"Total_Coding_Sequences","n_genes_called",0.999855569109174
"n_genes_mapped","n_genes_called",0.998477447669696
"Completeness","n_genes_mapped",0.905612508701612
"Genome_Size","n_genes_mapped",0.996417378332139
"Total_Coding_Sequences","n_genes_mapped",0.998461659086196
"n_genes_called","n_genes_mapped",0.998477447669696
"reference_representation_score","genes_retained_index",0.905474998929125
"n_effective_surplus_clades","contamination_portion",0.973035379679111
"contamination_portion","n_effective_surplus_clades",0.973035379679111
"reference_representation_score","mean_hit_identity",0.943487131744727
"genes_retained_index","reference_representation_score",0.905474998929125
"mean_hit_identity","reference_representation_score",0.943487131744727
"Completeness","tRNA",0.917383360360141
"X23S","X16S",0.995455511382316
"X16S","X23S",0.995455511382316
