"Row","Column","Correlation"
"Total_Coding_Sequences","Genome_Size",0.995751148604915
"n_genes_called","Genome_Size",0.995177259069512
"n_genes_mapped","Genome_Size",0.995048871257165
"Genome_Size","Total_Coding_Sequences",0.995751148604915
"n_genes_called","Total_Coding_Sequences",0.999829804581312
"n_genes_mapped","Total_Coding_Sequences",0.999000477588666
"Genome_Size","n_genes_called",0.995177259069512
"Total_Coding_Sequences","n_genes_called",0.999829804581312
"n_genes_mapped","n_genes_called",0.99923571321986
"Genome_Size","n_genes_mapped",0.995048871257165
"Total_Coding_Sequences","n_genes_mapped",0.999000477588666
"n_genes_called","n_genes_mapped",0.99923571321986
"reference_representation_score","mean_hit_identity",0.932726940264361
"mean_hit_identity","reference_representation_score",0.932726940264361
"X23S","X16S",0.989619563403182
"X16S","X23S",0.989619563403182
