"Row","Column","Correlation"
"Contamination","Completeness",0.935013926858481
"Genome_Size","Completeness",0.932000534443251
"Total_Coding_Sequences","Completeness",0.923270064114894
"n_genes_called","Completeness",0.926016211457126
"n_genes_mapped","Completeness",0.933541297452776
"tRNA","Completeness",0.954386355255454
"Completeness","Contamination",0.935013926858481
"Genome_Size","Contamination",0.98523432777992
"Total_Coding_Sequences","Contamination",0.984317380781241
"n_genes_called","Contamination",0.984609171058443
"n_genes_mapped","Contamination",0.986571913466512
"n_contigs","Contamination",0.928741670993877
"tRNA","Contamination",0.907551972257978
"mean_hit_identity","Coding_Density",-0.901699382806984
"reference_representation_score","Coding_Density",-0.913157105015009
"X16S","Contig_N50",0.916753094236687
"Completeness","Genome_Size",0.932000534443251
"Contamination","Genome_Size",0.98523432777992
"Total_Coding_Sequences","Genome_Size",0.999715759670635
"n_genes_called","Genome_Size",0.99986080864429
"n_genes_mapped","Genome_Size",0.996465306902933
"n_contigs","Genome_Size",0.958437195145445
"tRNA","Genome_Size",0.912421496083476
"Completeness","Total_Coding_Sequences",0.923270064114894
"Contamination","Total_Coding_Sequences",0.984317380781241
"Genome_Size","Total_Coding_Sequences",0.999715759670635
"n_genes_called","Total_Coding_Sequences",0.999966189400132
"n_genes_mapped","Total_Coding_Sequences",0.996209580114812
"n_contigs","Total_Coding_Sequences",0.964664937558699
"tRNA","Total_Coding_Sequences",0.906437150190325
"Completeness","n_genes_called",0.926016211457126
"Contamination","n_genes_called",0.984609171058443
"Genome_Size","n_genes_called",0.99986080864429
"Total_Coding_Sequences","n_genes_called",0.999966189400132
"n_genes_mapped","n_genes_called",0.996327732126632
"n_contigs","n_genes_called",0.962713298180229
"tRNA","n_genes_called",0.908285521644778
"Completeness","n_genes_mapped",0.933541297452776
"Contamination","n_genes_mapped",0.986571913466512
"Genome_Size","n_genes_mapped",0.996465306902933
"Total_Coding_Sequences","n_genes_mapped",0.996209580114812
"n_genes_called","n_genes_mapped",0.996327732126632
"n_contigs","n_genes_mapped",0.952176053635008
"tRNA","n_genes_mapped",0.927760868586129
"Contamination","n_contigs",0.928741670993877
"Genome_Size","n_contigs",0.958437195145445
"Total_Coding_Sequences","n_contigs",0.964664937558699
"n_genes_called","n_contigs",0.962713298180229
"n_genes_mapped","n_contigs",0.952176053635008
"mean_hit_identity","genes_retained_index",0.992179829743979
"reference_representation_score","genes_retained_index",0.993940374199848
"n_effective_surplus_clades","contamination_portion",0.997871808056817
"contamination_portion","n_effective_surplus_clades",0.997871808056817
"Coding_Density","mean_hit_identity",-0.901699382806984
"genes_retained_index","mean_hit_identity",0.992179829743979
"reference_representation_score","mean_hit_identity",0.99494354658757
"Coding_Density","reference_representation_score",-0.913157105015009
"genes_retained_index","reference_representation_score",0.993940374199848
"mean_hit_identity","reference_representation_score",0.99494354658757
"Completeness","tRNA",0.954386355255454
"Contamination","tRNA",0.907551972257978
"Genome_Size","tRNA",0.912421496083476
"Total_Coding_Sequences","tRNA",0.906437150190325
"n_genes_called","tRNA",0.908285521644778
"n_genes_mapped","tRNA",0.927760868586129
"Contig_N50","X16S",0.916753094236687
